species,sighting_date,dive_site,url,title,excerpt,validation,notes,N_observed
sharks,,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-burma-banks-adventure-from-31st-january-to-7th-february-2025,Trip Report: Burma Banks Adventure from 31st January to 7th February 2025 - Diving liveaboard in Thailand and Myanmar,"w Bank ​Our much-anticipated arrival at Burma Banks brought exciting encounters. At Row Bank, nurse sharks glided effortlessly through the currents, while a striking pair of Napoleon wrasses—male and female",not valid,,
sharks,,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-burma-banks-adventure-from-31st-january-to-7th-february-2025,Trip Report: Burma Banks Adventure from 31st January to 7th February 2025 - Diving liveaboard in Thailand and Myanmar,"Day 5: Coral Bank & Silvertip Ban The first two dives at Coral Bank featured an abundance of nurse sharks, a majestic mangrove whipray, and dense schools of fusiliers, surgeonfish, and potato groupers. A l",not valid,,
sharks,,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-burma-banks-adventure-from-31st-january-to-7th-february-2025,Trip Report: Burma Banks Adventure from 31st January to 7th February 2025 - Diving liveaboard in Thailand and Myanmar,"reef, alongside marble rays and a visiting Napoleon wrasse. We also encountered triggerfish, nurse sharks, damsels, and groupers hiding within coral crevices. Day 6: Seafan Forest, Eagle Rock & Western Roc",not valid,,
Oceanic manta ray,2025-02-28,"Black Rock, Mergui",https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","is annulata and chromodoris risbecia pulchella. The grand spectacle of the day came when an oceanic manta ray gracefully soared above us, followed closely by a giant white frogfish resting on a ledge. Othe",valid,,1
eagle ray,2025-02-29,"Three Islets, Mergui",https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","on the sandy bottom. The rare mordilla brocki nudibranch made an appearance, and to our delight, an eagle ray soared past. ​Shark Cave A site known for its vibrant marine life, Shark Cave was teeming with scho",valid,,1
ray,2025-03-06,Black Rock,https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","ulata and chromodoris risbecia pulchella. The grand spectacle of the day came when an oceanic manta ray gracefully soared above us, followed closely by a giant white frogfish resting on a ledge. Other hi",not valid,,
blotched fantail ray,2025-02-29,"Three Islets, Mergui",https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","otted pipefish wove through the reef. Chromodoris nudibranchs added splashes of color, and a marble ray rested on the sandy bottom. The rare mordilla brocki nudibranch made an appearance, and to our deli",valid,,1
ray,2025-03-06,Black Rock,https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","sandy bottom. The rare mordilla brocki nudibranch made an appearance, and to our delight, an eagle ray soared past. ​Shark Cave A site known for its vibrant marine life, Shark Cave was teeming with scho",not valid,,
grey reef shark,2025-02-27,"South Twin, Mergui",https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","n sponge snail was spotted near a cluster of sea fans. The biggest excitement came when a grey reef shark cruised by, adding a touch of adrenaline to the dive. Night Dive Under the cover of darkness, the r",valid,,1
shark,2025-03-06,Black Rock,https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","rare mordilla brocki nudibranch made an appearance, and to our delight, an eagle ray soared past. ​Shark Cave A site known for its vibrant marine life, Shark Cave was teeming with schools of juvenile pick",not valid,,
shark,2025-03-06,Black Rock,https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","and to our delight, an eagle ray soared past. ​Shark Cave A site known for its vibrant marine life, Shark Cave was teeming with schools of juvenile pickhandle barracuda and a massive congregation of blue-a",not valid,,
shark,2025-03-06,Black Rock,https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","critters. A massive school of yellow snappers blanketed the site, making for an unforgettable dive. Shark Cave (Night Dive) This nocturnal dive revealed an array of decorated crabs, Durban dancing shrimps,",not valid,,
reef shark,2025-03-06,Black Rock,https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","divian sponge snail was spotted near a cluster of sea fans. The biggest excitement came when a grey reef shark cruised by, adding a touch of adrenaline to the dive. Night Dive Under the cover of darkness, the r",not valid,,
oceanic manta,2025-03-06,Black Rock,https://www.thesmilingseahorse.com/blog/trip-report-burma-expedition-aboard-mv-smiling-seahorse-february-26-march-6-2025,"Trip Report: Burma Expedition aboard MV Smiling Seahorse (February 26 - March 6, 2025) - Diving liveaboard in Thailand and Myanmar","hromodoris annulata and chromodoris risbecia pulchella. The grand spectacle of the day came when an oceanic manta ray gracefully soared above us, followed closely by a giant white frogfish resting on a ledge. Othe",not valid,,
blotched fantail ray,2025-01-03,Silvertip Bank,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"rovided the ultimate thrill: an adult silvertip shark glided majestically by, accompanied by marble rays and inquisitive trevally, while baby grey reef sharks curiously approached the divers on their way",valid,,5
shark,,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"themselves against the coral backdrop, keeping us constantly alert and engaged. Dive two took us to Shark Cave at 3 Islets, where the diversity and abundance of marine life seemed to double. A delicate tig",not valid,,
shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"aking spectacle of swirling silver and shadows. As the sun dipped below the horizon, we returned to Shark Cave for a night dive, where the nocturnal marine life came alive. Decorator crabs adorned in shade",not valid,nan,nan
nurse shark ,2024-12-31,,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"to exceptional visibility, thrilling dives—and the exciting prospect of more encounters with nurse sharks to come! Day 2: The North Twin Pinnacle Sho At North Twin Pinnacle, we began our day with two dives",not valid,nan,nan
nurse shark,2025-01-02,Row Bank ,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"schools of bignose unicornfish and humpback unicornfish, as well as the majestic presence of nurse sharks—both resting under the bommies and curiously swimming among us. A massive school of jacks, seemingl",valid,nan,10
white-tip reef shark,2025-01-02,Row Bank,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"thusiasts. The excitement was further heightened by the presence of giant sweetlips, white-tip reef sharks, and titan triggerfish. During dives three and four at Rainbow Bank, we were accompanied by dolphin",valid,nan,5
nurse shark,2025-01-02,Rainbow Bank,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"mpanied by dolphins along the way, setting the stage for unforgettable underwater encounters. Nurse sharks and white-tip reef sharks patrolled the area, while jacks, trevally, and rainbow runners moved in s",valid,nan,10
white-tip reef shark,2025-01-02,Rainbow Bank,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"the way, setting the stage for unforgettable underwater encounters. Nurse sharks and white-tip reef sharks patrolled the area, while jacks, trevally, and rainbow runners moved in synchronized harmony. On on",valid,nan,5
nurse shark,2025-01-02 ,Rainbow Bank,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"revealed bearded moray eels, giant blue-spotted pufferfish, scribbled filefish, and even more nurse sharks. ​ Meanwhile, other divers opted for a blackwater dive, where the crystal-clear waters and gentle c",valid,nan,5
nurse shark,2025-01-03,Row Bank,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"Row Bank for our first two dives, we were once again captivated by the mesmerizing sights of nurse sharks, honeycomb moray eels, and schools of striking black-and-white snappers. Longnose emperors and five",valid,nan,10
grey reef shark,2025-01-03,Rainbow Bank,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"ting opportunity to encounter yellowfin tuna, formidable great barracuda, and even a baby grey reef shark. Our final dive at Silvertip Bank provided the ultimate thrill: an adult silvertip shark glided maj",valid,nan,1
silvertip shark,2025-01-03,Silvertip Bank,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"grey reef shark. Our final dive at Silvertip Bank provided the ultimate thrill: an adult silvertip shark glided majestically by, accompanied by marble rays and inquisitive trevally, while baby grey reef s",valid,nan,1
grey reef shark,2025-01-03,Silvertip Bank,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"k glided majestically by, accompanied by marble rays and inquisitive trevally, while baby grey reef sharks curiously approached the divers on their way to the safety stop. Day 5: Back to the Mergui The fina",valid,nan,5
shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"send-off. Grand Final Dive at Volcano Our trip concluded with a dive at the Volcano, also known as Shark Lagoon. Here, we glided through a kaleidoscope of soft corals in vibrant shades of yellow, purple,",not valid,nan,nan
shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"ing visibility in the Banks, combined with abundant marine life and the thrill of diving with nurse sharks, made it a celebration we will never forget. ​Here’s to more adventures in 2025! The whole team wis",not valid,nan,nan
reef shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"ro enthusiasts. The excitement was further heightened by the presence of giant sweetlips, white-tip reef sharks, and titan triggerfish. During dives three and four at Rainbow Bank, we were accompanied by dolphin",not valid,nan,nan
reef shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"long the way, setting the stage for unforgettable underwater encounters. Nurse sharks and white-tip reef sharks patrolled the area, while jacks, trevally, and rainbow runners moved in synchronized harmony. On on",not valid,nan,nan
reef shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"ilarating opportunity to encounter yellowfin tuna, formidable great barracuda, and even a baby grey reef shark. Our final dive at Silvertip Bank provided the ultimate thrill: an adult silvertip shark glided maj",not valid,nan,nan
reef shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"shark glided majestically by, accompanied by marble rays and inquisitive trevally, while baby grey reef sharks curiously approached the divers on their way to the safety stop. Day 5: Back to the Mergui The fina",not valid,nan,nan
nurse shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"asting to exceptional visibility, thrilling dives—and the exciting prospect of more encounters with nurse sharks to come! Day 2: The North Twin Pinnacle Sho At North Twin Pinnacle, we began our day with two dives",not valid,nan,nan
nurse shark,2025-01-02,Row Bank,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"ibrant schools of bignose unicornfish and humpback unicornfish, as well as the majestic presence of nurse sharks—both resting under the bommies and curiously swimming among us. A massive school of jacks, seemingl",valid,nan,5
nurse shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"e accompanied by dolphins along the way, setting the stage for unforgettable underwater encounters. Nurse sharks and white-tip reef sharks patrolled the area, while jacks, trevally, and rainbow runners moved in s",not valid,nan,nan
nurse shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"that revealed bearded moray eels, giant blue-spotted pufferfish, scribbled filefish, and even more nurse sharks. ​ Meanwhile, other divers opted for a blackwater dive, where the crystal-clear waters and gentle c",not valid,nan,nan
nurse shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"ing to Row Bank for our first two dives, we were once again captivated by the mesmerizing sights of nurse sharks, honeycomb moray eels, and schools of striking black-and-white snappers. Longnose emperors and five",not valid,nan,nan
nurse shark,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"stunning visibility in the Banks, combined with abundant marine life and the thrill of diving with nurse sharks, made it a celebration we will never forget. ​Here’s to more adventures in 2025! The whole team wis",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"to exceptional visibility, thrilling dives—and the exciting prospect of more encounters with nurse sharks to come! Day 2: The North Twin Pinnacle Sho At North Twin Pinnacle, we began our day with two dives",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"schools of bignose unicornfish and humpback unicornfish, as well as the majestic presence of nurse sharks—both resting under the bommies and curiously swimming among us. A massive school of jacks, seemingl",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"thusiasts. The excitement was further heightened by the presence of giant sweetlips, white-tip reef sharks, and titan triggerfish. During dives three and four at Rainbow Bank, we were accompanied by dolphin",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"mpanied by dolphins along the way, setting the stage for unforgettable underwater encounters. Nurse sharks and white-tip reef sharks patrolled the area, while jacks, trevally, and rainbow runners moved in s",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"the way, setting the stage for unforgettable underwater encounters. Nurse sharks and white-tip reef sharks patrolled the area, while jacks, trevally, and rainbow runners moved in synchronized harmony. On on",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"revealed bearded moray eels, giant blue-spotted pufferfish, scribbled filefish, and even more nurse sharks. ​ Meanwhile, other divers opted for a blackwater dive, where the crystal-clear waters and gentle c",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"Row Bank for our first two dives, we were once again captivated by the mesmerizing sights of nurse sharks, honeycomb moray eels, and schools of striking black-and-white snappers. Longnose emperors and five",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"k glided majestically by, accompanied by marble rays and inquisitive trevally, while baby grey reef sharks curiously approached the divers on their way to the safety stop. Day 5: Back to the Mergui The fina",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"ing visibility in the Banks, combined with abundant marine life and the thrill of diving with nurse sharks, made it a celebration we will never forget. ​Here’s to more adventures in 2025! The whole team wis",not valid,nan,nan
rays,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"rovided the ultimate thrill: an adult silvertip shark glided majestically by, accompanied by marble rays and inquisitive trevally, while baby grey reef sharks curiously approached the divers on their way",not valid,nan,nan
silvertip,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"nter yellowfin tuna, formidable great barracuda, and even a baby grey reef shark. Our final dive at Silvertip Bank provided the ultimate thrill: an adult silvertip shark glided majestically by, accompanied by",not valid,nan,nan
silvertip,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"ven a baby grey reef shark. Our final dive at Silvertip Bank provided the ultimate thrill: an adult silvertip shark glided majestically by, accompanied by marble rays and inquisitive trevally, while baby grey",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"to exceptional visibility, thrilling dives—and the exciting prospect of more encounters with nurse sharks to come! Day 2: The North Twin Pinnacle Sho At North Twin Pinnacle, we began our day with two dives",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"schools of bignose unicornfish and humpback unicornfish, as well as the majestic presence of nurse sharks—both resting under the bommies and curiously swimming among us. A massive school of jacks, seemingl",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"thusiasts. The excitement was further heightened by the presence of giant sweetlips, white-tip reef sharks, and titan triggerfish. During dives three and four at Rainbow Bank, we were accompanied by dolphin",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"mpanied by dolphins along the way, setting the stage for unforgettable underwater encounters. Nurse sharks and white-tip reef sharks patrolled the area, while jacks, trevally, and rainbow runners moved in s",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"the way, setting the stage for unforgettable underwater encounters. Nurse sharks and white-tip reef sharks patrolled the area, while jacks, trevally, and rainbow runners moved in synchronized harmony. On on",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"revealed bearded moray eels, giant blue-spotted pufferfish, scribbled filefish, and even more nurse sharks. ​ Meanwhile, other divers opted for a blackwater dive, where the crystal-clear waters and gentle c",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"Row Bank for our first two dives, we were once again captivated by the mesmerizing sights of nurse sharks, honeycomb moray eels, and schools of striking black-and-white snappers. Longnose emperors and five",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"k glided majestically by, accompanied by marble rays and inquisitive trevally, while baby grey reef sharks curiously approached the divers on their way to the safety stop. Day 5: Back to the Mergui The fina",not valid,nan,nan
sharks,nan,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-celebrating-2025-in-mergui-and-burma-banks,Trip report: Celebrating a new year  in Mergui archipelago and the Burma Banks! - Diving liveaboard in Thailand and Myanmar,"ing visibility in the Banks, combined with abundant marine life and the thrill of diving with nurse sharks, made it a celebration we will never forget. ​Here’s to more adventures in 2025! The whole team wis",not valid,nan,nan
ray,nan,Koh Bon,https://www.thesmilingseahorse.com/blog/trip-report-citizen-science-research-trip-in-north-andaman-from-23rd-to-29th-of-november-2022,Trip report : Citizen science research trip in North Andaman from 23rd to 29th of November 2022 - Diving liveaboard in Thailand and Myanmar,"9 were our research field. While the divers examine the reef, we were lucky to see some sharks and rays in the blue and some beautiful Nudibranchia on the reef. Snappers Psychedelic batwing slug Sea anem",not valid,nan,nan
shark,nan,Koh Bon,https://www.thesmilingseahorse.com/blog/trip-report-citizen-science-research-trip-in-north-andaman-from-23rd-to-29th-of-november-2022,Trip report : Citizen science research trip in North Andaman from 23rd to 29th of November 2022 - Diving liveaboard in Thailand and Myanmar,"number 7 to 9 were our research field. While the divers examine the reef, we were lucky to see some sharks and rays in the blue and some beautiful Nudibranchia on the reef. Snappers Psychedelic batwing slug",not valid,nan,nan
sharks,nan,Koh Bon,https://www.thesmilingseahorse.com/blog/trip-report-citizen-science-research-trip-in-north-andaman-from-23rd-to-29th-of-november-2022,Trip report : Citizen science research trip in North Andaman from 23rd to 29th of November 2022 - Diving liveaboard in Thailand and Myanmar,"number 7 to 9 were our research field. While the divers examine the reef, we were lucky to see some sharks and rays in the blue and some beautiful Nudibranchia on the reef. Snappers Psychedelic batwing slug",not valid,nan,nan
rays,nan,Koh Bon,https://www.thesmilingseahorse.com/blog/trip-report-citizen-science-research-trip-in-north-andaman-from-23rd-to-29th-of-november-2022,Trip report : Citizen science research trip in North Andaman from 23rd to 29th of November 2022 - Diving liveaboard in Thailand and Myanmar,"9 were our research field. While the divers examine the reef, we were lucky to see some sharks and rays in the blue and some beautiful Nudibranchia on the reef. Snappers Psychedelic batwing slug Sea anem",not valid,nan,nan
sharks,nan,Koh Bon,https://www.thesmilingseahorse.com/blog/trip-report-citizen-science-research-trip-in-north-andaman-from-23rd-to-29th-of-november-2022,Trip report : Citizen science research trip in North Andaman from 23rd to 29th of November 2022 - Diving liveaboard in Thailand and Myanmar,"number 7 to 9 were our research field. While the divers examine the reef, we were lucky to see some sharks and rays in the blue and some beautiful Nudibranchia on the reef. Snappers Psychedelic batwing slug",not valid,nan,nan
manta,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","dy seabed hosts garden eels and hidden stingrays . Occasionally, lucky divers may even spot oceanic manta rays gliding gracefully in the blue. Day 1 : High Rock and Three Islets aka Shark Cave, Square & Su",,,
manta,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","orgettable sighting of three massive requiem sharks. A few lucky divers even spotted a male oceanic manta ray passing by to say hello, a rare find in these waters. We were thrilled to add one Manta sightin",,,
